iteration,chain,parameters[1],parameters[81],parameters[161],parameters[241],parameters[321]
8022,1,0.3821484238215748,-0.11173775419147773,-0.3836865627637876,-0.23957794308396774,-0.7276202378195977
8023,1,0.28946237302791933,-0.007821037104118526,-0.47798745491107403,-0.3062632275668034,-0.7132270917884246
8024,1,0.34473357615711914,0.06838381292420594,-0.4811800531968105,-0.13718060658446965,-0.6733859599334351
8025,1,0.6528310056262107,0.10264265646613391,-0.7649942608785336,0.05454604707723087,-0.669006705386119
8026,1,0.5760860349900501,0.2396560117180459,-0.8237033240499959,0.2814602031394251,-0.6561772530909536
8027,1,0.5985285985249457,0.05657258799735885,-0.8892784609639469,0.3817676412593123,-0.6540836012566211
8028,1,0.4972027001183313,0.1514502348101892,-0.8840397731702837,0.438120409211214,-0.6330881551095653
8029,1,0.5365571418832396,0.16654862934908152,-0.8588449469155921,0.4231517848774824,-0.6308290349416944
8030,1,0.5360339748420957,0.0742758567540404,-0.8398575003505064,0.532349514868908,-0.6261682060379389
8031,1,0.5496305979483221,0.055603793497454375,-0.8138243086446991,0.519390637131963,-0.6273930397640104
8032,1,0.6816963992659517,0.4087634573686983,-0.8265777293019125,0.5169121524684115,-0.6266679787112833
8033,1,0.6234520037353148,0.38052614707743904,-0.6688788900344851,0.44271134234094595,-0.6633231854861211
8034,1,0.5535975969619149,0.48274824276410766,-0.7327784544652133,0.6350547802646438,-0.6594435217244281
8035,1,0.5780133959322136,0.6918143192437168,-0.6875357155267856,0.6614606571752264,-0.6764326320258138
8036,1,0.4688765271354331,0.8167816968717411,-0.5780913230748158,0.47139803606792635,-0.6874136248374737
8037,1,0.5306980622984768,0.9548427164486831,-0.5431024063254164,0.5131302466022672,-0.6848609212996617
8038,1,0.4560971024841492,0.93269315118408,-0.5749262532441981,0.3894001349758491,-0.6758055085409634
8039,1,0.40347691736348384,0.5178020307227744,-0.44199388973443327,0.19078387035274805,-0.6856345670008028
8040,1,0.4631894247028733,0.7992423409839139,-0.47527632963113375,0.16550373721093967,-0.7361199825341878
8041,1,0.6398192452918954,0.7646583544740604,-0.42535812053911803,0.4543786893808953,-0.7540446694107886
8042,1,0.5316926960427988,0.6765182610354789,-0.4397322127998565,-0.12373218928891555,-0.7650425660819224
8043,1,0.3445690253637355,0.7508268264144481,-0.419131469903057,-0.18832083739364694,-0.7965223832543702
8044,1,0.47793876750318703,0.5700424567269626,-0.19289987380447554,-0.02131098901819247,-0.8003700871693092
8045,1,0.3431577392089602,0.5416707713784138,-0.008739357088068216,-0.11897944781527721,-0.7887494204535284
8046,1,0.3140031868308859,0.7579860737662233,0.15030482713827278,-0.2763250092679121,-0.7706806910905996
8047,1,0.4611425611714256,0.9655836487390491,0.17099461536815921,-0.5838817603593399,-0.7278151409779109
8048,1,0.6068020829673396,0.8657297852904396,0.19638275442122702,-0.5229394898963754,-0.7297142717387961
8049,1,0.5823131616896285,0.9436709771315871,0.18404891417258026,-0.5834818976074541,-0.7216815970251432
8050,1,0.5605785785977536,0.9450651478155286,0.14531330371674298,-0.5412220728818288,-0.7321205930918281
8051,1,0.4726033608728216,0.6421648680220634,0.05682585982230924,-0.5679681262428268,-0.7365972292740453
8052,1,0.4893473264929949,0.8328945729091467,0.09276573729562726,-0.6728093370552134,-0.7456797959441168
8053,1,0.5289951032501575,0.9101539930738992,0.15228692649060024,-0.6470111187287193,-0.7410772368881583
8054,1,0.5004102840383805,0.952727630229857,0.01622250246477125,-0.5162456271810909,-0.7151311711455735
8055,1,0.695867212907932,1.0132000298436337,0.06176099536918706,-0.6220100401295023,-0.6877726778479455
8056,1,0.4995192948647547,0.7500809874454032,-0.06464785359321666,-0.16243758407447134,-0.6552519665960568
8057,1,0.5881320937922103,0.7112930105662608,0.03057416533372961,-0.30116391410316057,-0.6387447800445532
8058,1,0.654585307664319,0.7969222460882373,0.012321707290493015,-0.20796783273096014,-0.5961511863139063
8059,1,0.5590997256276669,0.5924371003310203,-0.041381418593109925,-0.5249264740967063,-0.5715032919947335
8060,1,0.5071678735719033,0.6287241582708302,-0.0971232019780306,-0.5065698756844059,-0.6145858305795284
8061,1,0.47311274809007825,0.7008006102638077,0.06641706565942038,-0.49763964510991626,-0.6152658184251731
8062,1,0.7146711946919656,0.9490730228927914,-0.2415464206865076,-0.3408693260079768,-0.6365418355984139
8063,1,0.4041278026700821,0.8032594858190222,-0.03934830890678752,-0.5307023920853784,-0.6053703278944235
8064,1,0.37015600868803805,0.8826569965835165,-0.0019553992050581285,-0.9577330463338861,-0.6049515720713923
8065,1,0.2647514753483138,1.1857859853637234,-0.013127454633303812,-0.8276532655364122,-0.6350821930736995
8066,1,0.32311193002915695,1.259076546862529,0.07465344846943063,-0.796394632916203,-0.5899896445860042
8067,1,0.3323005986447195,1.498316390519676,-0.07003505244365993,-0.49522223173391994,-0.618989587756013
8068,1,0.4074863844716594,1.0738111027059523,0.24438204400758104,-0.5465521105158775,-0.6078486248111086
8069,1,0.4125809396860262,1.0358606906829355,0.2404430161992036,-0.5136512388753695,-0.6232294631779287
8070,1,0.3149513623299194,0.7801484467608363,0.28114712508966766,-0.43597437025984664,-0.6267082394999013
8071,1,0.3383703866297284,0.7175702466999614,0.28493736600986563,-0.38404308898176104,-0.6315982908216728
8072,1,0.3502199146480993,0.6655393507057409,0.29665059659624293,-0.4724085812380592,-0.6315946853107843
8073,1,0.2103415043193798,0.42658436318660964,0.23531308284384797,0.019827670855848363,-0.6597762202218926
8074,1,0.29958134920113755,0.42462497541404076,0.1617102180559717,0.0636173190421409,-0.6735966509129613
8075,1,0.2630315966026143,0.4778984490001493,0.14389942964236802,-0.06043309262194923,-0.6499016574324669
8076,1,0.264396948562423,0.3843401196514546,0.2760119974052029,-0.20019579908113674,-0.6219112096755702
8077,1,0.27921299420488443,0.3156758985767009,0.5073606860389698,0.1383421771935529,-0.6071234036640594
8078,1,0.34033634794143824,0.8454547090241503,0.5589624583513721,0.07262773678320648,-0.6146450160997153
8079,1,0.2851158988279951,0.8785827989325112,0.5458729528060725,0.03495036022995598,-0.5773792165824575
8080,1,0.3006633338443762,1.0790942189159072,0.5985184331379612,-0.19519562869603713,-0.5510664210706795
8081,1,0.2510304103012516,1.0458813979682693,0.4299569468336264,-0.15401961134746953,-0.5473042893570939
8082,1,0.25284380411582236,1.0336851928075708,0.41512096136307924,-0.20895019584300376,-0.5242912296694159
8083,1,0.2344173861902421,1.2491425431654541,0.4905862247669451,-0.16194140249878713,-0.5640811615474947
8084,1,0.31196112799349845,1.071238395926114,0.4965119792761815,-0.5716124237969412,-0.6013356281862311
8085,1,0.33426457955588734,1.1775070834211223,0.5831479809022188,-0.637251493276562,-0.5566349753392887
8086,1,0.3131879650831519,1.0117289333787454,0.5629588202748756,-0.23152540058023613,-0.5448349472691116
8087,1,0.3262467324951589,0.9434086648996294,0.3426100591357125,-0.12278420874104051,-0.5642445567863054
8088,1,0.28891938042958615,0.8824093516076041,0.27447016761564985,0.36706182810220583,-0.5598336528314397
8089,1,0.42580964443393277,0.7879628781840423,0.23349515037704843,0.22527802522160506,-0.5790352218791569
8090,1,0.421418884459826,0.8157709622091261,0.1418752495769893,0.27551314350879536,-0.5761526269778968
8091,1,0.3790413975485516,1.110749765048315,0.0931642137071448,0.4416610638784064,-0.5701793094061557
8092,1,0.5941403987894239,1.1287109020396309,0.17481235340954512,0.37931701262549683,-0.5623506440786419
8093,1,0.49869548657689916,1.083403791881558,0.044843225974577045,0.49395558279922724,-0.545663952279821
8094,1,0.5224774719821376,1.0277649113673089,0.04620902134785022,0.4620698642796561,-0.5402201384506639
8095,1,0.4747754251883495,1.1310277577599868,0.0040227033907746,0.48623213483216154,-0.5292019229588125
8096,1,0.48850370644892604,1.2914784750987094,0.1409266803002863,0.21435089189147838,-0.5234737278410068
8097,1,0.45311223414696117,1.2258928232642878,0.18487260742883632,0.3044633449575016,-0.520329594201895
8098,1,0.3894552977472607,1.2377035234324363,-0.027743277507258433,0.36133493036645203,-0.4790869622954099
8099,1,0.4436686342212883,1.0157709672710278,0.40147895162544955,0.3096229916303657,-0.5326868068165912
8100,1,0.4691515501265173,1.1152702048083243,0.7726572491826399,0.4548186492241359,-0.5381092994112624
8101,1,0.3769932793319905,1.3626550948228326,0.857645840063039,0.32661991522881545,-0.5266785428338251
8102,1,0.590262694534976,1.250002933695757,0.5210551478827483,0.567201740632926,-0.5042703782356712
8103,1,0.47247149678182887,1.0405502430558677,0.3000858377254124,0.35055324961777157,-0.5290021924622293
8104,1,0.49704218014965973,1.250022502787215,0.2929707067748,-0.10395948769017216,-0.5099280255508065
8105,1,0.6945713068182726,1.0660030247929737,0.4652576650123973,-0.084381761141312,-0.5006115040802526
8106,1,0.7926936062970874,1.3982378412948866,0.8714926610395182,-0.2763441243065889,-0.5314580305992687
8107,1,0.804524537309369,1.241428503963984,0.6181564041772798,-0.682057320390977,-0.5494904698580578
8108,1,0.7626920311205672,1.3159920041652655,0.6409112259920428,-0.6518810586361893,-0.5289041548358759
8109,1,0.737269887519859,1.2835688550274948,0.6630402927760971,-0.6046973034484846,-0.5252693998792821
8110,1,0.8041866460861439,1.5039742246052572,0.7165068771088206,-0.6545986509624917,-0.5068953707715071
8111,1,0.9018639907658247,1.265047199900782,0.675828336178316,-0.5017217393648065,-0.454904168393422
8112,1,0.7740674532616614,1.4830659031366884,0.20074433594342678,-0.641478909867233,-0.4381616726238556
8113,1,0.7825819510497612,1.3866422209277656,0.15599814406808427,-0.3543824242830131,-0.40241883262184913
8114,1,0.734684198722006,1.1596333282370754,0.24177197895875222,-0.23576317493902346,-0.3773245631607281
8115,1,0.5927866242321143,1.2653005277289677,0.323704952190571,-0.5049742238088297,-0.3859993657647957
8116,1,0.51962448909351,1.0794266667201493,0.4181477982200913,-0.6360781293581419,-0.39826051406702984
8117,1,0.6638854385408156,0.5405428146903963,0.09188699748163864,-0.49192609886130667,-0.4543540574131228
8118,1,0.6434615652743882,0.6686656744904875,0.129268683882404,-0.6385671274614478,-0.4605374471913144
8119,1,0.6154374681657465,0.6453826624625005,0.12912200676298427,-0.6256078331135584,-0.46597293351276275
8120,1,0.5790616341365058,0.8050091105688131,0.36681295368559497,-0.8611706455678808,-0.44806191158859987
8121,1,0.4525881430744239,0.8578592761005498,0.392687428493505,-0.7498413828903282,-0.4264976056741169
8122,1,0.5455352876789806,0.8676175448361751,0.5371153008690365,-1.0333492306464107,-0.444781629431227
8123,1,0.7635314118453352,1.001188309213309,0.37441169430954546,-1.0720801175901409,-0.38065529921274416
8124,1,0.20850186191251863,1.326265814909265,0.3272017355501876,-1.3629143243245845,-0.3452726049368073
8125,1,0.3131227693806666,1.2497792564897456,0.24059888659402603,-1.6386677830902936,-0.3699675962354975
8126,1,0.2567284047660012,1.2422147623252149,0.20913414482153414,-1.6032046823817097,-0.3686689058016926
8127,1,-0.03138302527758999,1.2076552969202126,0.29279752579473756,-1.4141147064386335,-0.3738074392626878
8128,1,-0.05587756546096913,1.2360488211722127,0.2544280404308055,-1.3668418669978954,-0.37010834358228095
8129,1,-0.14971602679355814,1.233919313260335,0.11637917971537559,-0.7958537987894224,-0.3737735403638995
8130,1,-0.2657541613037111,1.37782535394744,-0.05823036750636622,-0.976560408030733,-0.3546001589751693
8131,1,-0.32761481439160267,1.4368371713704244,0.03676431289652951,-1.2988528806961264,-0.3260773184528867
8132,1,-0.4595730970193441,1.4770818157458032,-0.15334701535561018,-1.1497703848617153,-0.3073129088576076
8133,1,-0.33650542346902057,1.4240347814416119,-0.09791336053480225,-1.0282574596891056,-0.28413573838127215
8134,1,-0.3878121565028824,1.105011180262767,0.24493162393910922,-1.1814716094498476,-0.281153259248583
8135,1,-0.3975246127178226,1.0490952085043466,0.025685801534780964,-1.1024972506071626,-0.2536448168712817
8136,1,-0.20621184978388038,0.7038965633253603,0.02073691860108104,-0.8532275141994838,-0.2425500342496458
8137,1,-0.41629405590312024,0.5238343695283953,-0.18313294103880765,-0.742542482643689,-0.22934160813357043
8138,1,-0.43739856053940596,0.6540777246836769,0.07901400030918197,-0.6609012453156818,-0.24044869765505947
8139,1,-0.42211347272350813,0.7980170789693173,0.11813190613617972,-0.6164871529540339,-0.2469499633814568
8140,1,-0.41330301000173586,1.051063944098305,0.2490486383080239,-0.536521498995953,-0.259005182238178
8141,1,-0.21610393437995215,0.9605984110374682,0.18983647114170596,-0.4094977493320788,-0.2113854186595862
8142,1,-0.3645929505848832,0.7965537659731332,0.14680729935080544,-0.11777580641135867,-0.20767730520893518
8143,1,-0.3089853465411183,0.5991728203288696,0.12049263326598218,0.22923460129974643,-0.16069759757180063
8144,1,-0.5547777449932709,0.5483975622320864,-0.08107683206943653,-0.12138973845356675,-0.2078872388663908
8145,1,-0.5248687619921008,0.44669368322342107,-0.16725978165174285,0.4570395710977153,-0.2796753566394435
8146,1,-0.6464529565215269,0.23071384099314343,-0.3525009295528271,0.29076772242459203,-0.2552470884578707
8147,1,-0.5970947775055544,0.3987914150215679,-0.31150712175384515,0.3157566981109394,-0.25435283841027456
8148,1,-0.5622554459754969,-0.291057958375499,-0.3630931031583915,0.5665811340744001,-0.25926471134908363
8149,1,-0.567033261484485,-0.5583036714030482,-0.24571484236090205,0.5608329116290228,-0.27706472128431314
8150,1,-0.6691854055479947,-0.6817468051826594,-0.26698771021478857,0.6158703334635722,-0.2878419909949649
8151,1,-0.6455057933440653,-0.40731820004695396,0.026046057738062733,0.5196399020105797,-0.3013178186901441
8152,1,-0.5025498651805566,-0.4287200032291189,0.023138293819211057,0.7074197411638622,-0.30485029720249
8153,1,-0.42262717703057184,-0.31957486477832403,0.0644025975537321,0.9286520648216355,-0.3145407824333249
8154,1,-0.3797534551038775,-0.14864168796050725,0.04986893274403613,0.9554503321556769,-0.29709547520549506
8155,1,-0.4200894765741097,-0.09250595120943149,0.049915825089496366,0.7860992062500852,-0.3036625005189207
8156,1,-0.36968918083958097,-0.1435060462457406,0.04038863593345666,0.6110504328781479,-0.30550782613862726
8157,1,-0.3960902584659218,-0.13094128442625622,-0.036870779564592525,0.7429975649232131,-0.33380464166752033
8158,1,-0.6837271264300463,-0.12860924400156293,-0.20015782808008206,0.5950530737961146,-0.33062269285737017
8159,1,-0.7556688425916229,-0.1043111278703854,-0.14307112949626946,0.7122792455873297,-0.324388901492283
8160,1,-1.0195122891626724,-0.2415110390026324,-0.08878554718078974,0.6860763917305026,-0.3482713198774596
8161,1,-1.3309531723375432,-0.35449376864651777,-0.18582687655417582,0.3951219980455956,-0.3914188973883406
8162,1,-1.3633865621756291,-0.3063115357154748,-0.12884870586158645,0.4723641574538331,-0.3850064810653581
8163,1,-1.2013480281766153,-0.4635373329063808,-0.011591489567649885,0.7890373166038072,-0.38283634264345684
8164,1,-0.8092393263536773,-0.48551426412918147,0.012445607579958726,0.16116817571024744,-0.32306260413231347
8165,1,-0.7854819903462846,-0.4650484448699705,0.1449846802961453,0.01890849295777191,-0.30745853550378033
8166,1,-0.814549616693697,-0.3784433371283143,0.05950370777076605,0.15569407924276585,-0.33573918111126316
8167,1,-0.4810044567016891,0.24174441660544915,0.07658533500252618,-0.23930072453819973,-0.3280919914335596
8168,1,-0.7120215475639282,0.19803431504161115,0.20806165809247565,-0.33089948753257253,-0.3122893515047986
8169,1,-0.519100494037661,0.2738414505310904,0.1359503430851265,-0.24300525535475256,-0.32201933283258327
8170,1,-0.5749479377887546,0.14325434052407804,0.07973857849636062,0.08698411297342865,-0.32369355005977274
8171,1,-0.5931760386574262,0.21302127143684826,0.30264039758942207,-0.1332962568897808,-0.33436478862464364
8172,1,-0.7887993284475021,0.10029472728969963,0.23762283404280674,-0.002613555056429704,-0.29273187026863445
8173,1,-0.9121551124659445,-0.04128330108280642,0.17464810651198956,-0.3445334462630295,-0.34209429720943124
8174,1,-0.8933155620631675,-0.0023185069155637257,0.03253592258643185,-0.39784920275189756,-0.30066023034522305
8175,1,-0.6896654984038331,0.18060018211174136,0.022715220898114615,-0.43552157117658036,-0.271404860889716
8176,1,-0.854696797833069,0.12899846928265044,-0.22035039583682103,-0.7145661110607349,-0.26171203471778287
8177,1,-0.5032980298077899,-0.2621895206314183,-0.358007523243472,-0.3672909926814224,-0.2740468486015748
8178,1,-0.3208809214484033,-0.27649734117011104,-0.6360736337186731,-0.19866906093704073,-0.27727869150523576
8179,1,-0.2648397874253761,-0.3685759233167839,-0.6754469974353654,-0.17232704369742924,-0.2685297611438466
8180,1,-0.31484146762873155,-0.09970442985241412,-0.5824450348214472,-0.3284184966150993,-0.2786789358632897
8181,1,-0.42825494192847546,-0.01993790927542703,-0.5449627805297595,-0.15629149460177494,-0.2801860613886876
8182,1,-0.5214349451414008,0.11575839027738397,-0.46633535068710646,0.19563211020752858,-0.22852092969046559
8183,1,-0.17641780499610543,0.10838013038378387,-0.36716948405440203,-0.13105193912908322,-0.25242243731803415
8184,1,-0.381303752026692,0.12108037527147066,-0.5327816052516913,-0.11280413996322572,-0.33350423858110145
8185,1,-0.39797903385693506,0.10713008356135861,-0.5113882090226131,-0.08483201716058825,-0.3332209766997758
8186,1,-0.8174100455748339,0.6254299591193743,-0.3833246052608278,-0.23638086373621794,-0.31004720764568955
8187,1,-0.4358482274451289,0.747984381759427,-0.10419883286685196,-0.7963482602963519,-0.3263088759965067
8188,1,-0.2462334596012628,0.5297914416946182,-0.11472462877842136,-1.0224001371995928,-0.3144476272832464
8189,1,-0.30365657952185254,-0.06255623542868653,0.1009247996549762,-1.1094439313356164,-0.3225685817852154
8190,1,-0.21565832890992642,0.0338333512404621,0.3587678616592027,-1.291486253411806,-0.3239753261709426
8191,1,-0.3434461726881885,0.07656883245856717,0.41361948779299557,-1.0873679102461888,-0.33900731997773464
8192,1,-0.5830598417411543,0.06373772101744946,0.10481590706568916,-1.209391363569255,-0.3105834385530135
8193,1,-0.5545464305559168,-0.011376371270162512,-0.12920559574768756,-1.0994876258107285,-0.3482407674370215
8194,1,-0.5020979884601853,0.26421043237735636,0.005350626155235797,-1.4869850160104265,-0.28852508035805247
8195,1,-0.38617519560857483,0.1439838841081423,0.2059490555469205,-1.3018615024684232,-0.29947438981854785
8196,1,-0.2502006118954164,-0.00520034681285752,0.22620891775871665,-1.2316925191965764,-0.2963535861325113
8197,1,-0.2705088486702495,0.040405117136727606,0.18355165556390177,-1.3776175311905952,-0.28927885927225594
8198,1,-0.12411531803775226,0.40252600189874577,0.16617076440483622,-1.3991941732843536,-0.2700653693945492
8199,1,-0.43700545956099,0.21346681937457895,0.09828165328138731,-1.3922851125188367,-0.27777088729859534
8200,1,-0.38845297616950464,0.1752782430851741,0.3680566021040735,-1.9309035355093886,-0.26939549703536847
8201,1,-0.40306854695822814,0.12686689889424999,0.3813333462543433,-1.9447059557311253,-0.2737116243627827
8202,1,-0.19718867147991864,0.28334957240240854,0.23919961340443974,-1.683622669645291,-0.25081465111540446
8203,1,-0.15969475711426126,0.335776356566837,0.2583027515014696,-1.6231271489881494,-0.24745277793072984
8204,1,-0.17208615297739546,0.34130130552981425,0.19109657488334714,-1.4645184890955214,-0.24555669797553648
8205,1,0.03965330312869727,0.28114008078593683,0.1411248765573701,-1.5073212913388652,-0.22175354379854298
8206,1,-0.20058322248564792,0.03499031276017765,0.08805626918393006,-1.104570561280664,-0.23366312704802733
8207,1,-0.59888290390173,0.2023359740310964,0.07829153053604822,-1.0678350619922448,-0.22938039059616175
8208,1,-0.7033422040427462,0.28067841607441746,0.12657959102938035,-1.0467500779016032,-0.2111539245728692
8209,1,-0.7761805992203992,0.3112489956042101,0.06927078398909849,-1.414242276292111,-0.27682097547758183
8210,1,-0.5396215920755267,0.42579798097239535,0.11772626899949407,-1.392335866194235,-0.2763935716061581
8211,1,-0.47508436346415817,0.4959437871153789,-0.113419658184181,-1.4742225245987857,-0.272239079777242
8212,1,-0.5789447716970724,0.3856031960010894,0.05679097955399677,-1.4209602025303476,-0.314882574651576
8213,1,-0.6451446672194693,0.45919945975637183,0.1243584511486877,-1.465437832860968,-0.3266522708926043
8214,1,-0.9441412404358036,0.5611493739088506,0.2752590399775694,-1.5802154001286657,-0.3072902814266542
8215,1,-0.7104265766320069,0.8600686074475233,0.20379490964049277,-1.3673808829403646,-0.33145788519096103
8216,1,-0.8522954696066792,0.8359102828976006,0.1600360119031258,-1.1520488852181745,-0.29645499386626084
8217,1,-0.9106180412369892,0.9865463028055171,0.29346812527888727,-1.114571962006011,-0.2686116094317323
8218,1,-0.7467053107911146,0.7985246390950695,0.41749756283416434,-1.3792235394078243,-0.27005603265610334
8219,1,-0.8181831933281093,0.9563162206130295,0.6181334263121973,-1.257103517482497,-0.24736936257951742
8220,1,-0.746708133219397,1.1465936766433305,0.49755653653960147,-1.331484203076962,-0.2725743911576516
8221,1,-0.761868032589019,1.1891352111785083,0.49254907825500804,-1.3134745142397684,-0.2762652409345447
8222,1,-0.5602546732380842,1.0837091516472226,0.48962209637798715,-1.373938099533706,-0.263437654886316
8223,1,-0.5285266929468959,0.8052345324939443,0.34204377309901873,-1.1477370388442985,-0.24933938262814312
8224,1,-0.5940776569018326,0.8097541214900085,0.4304553577102484,-1.475586868309511,-0.27851053713777907
8225,1,-0.5040056681760007,0.74044219748895,0.13416587565334662,-1.32069257209428,-0.2640828474765283
8226,1,-0.512949461067519,0.7637561394917932,0.1485784502551581,-1.2930448983693512,-0.2658689022687885
8227,1,-0.5394459356869039,0.749983959026599,0.14904562874467986,-1.273581772283333,-0.262083887211282
8228,1,-0.704498087684093,0.7940701190343865,0.21457279495004017,-0.6691667601603101,-0.3192432541572897
8229,1,-0.6331193454264123,0.911089008634467,0.4011850882831904,-0.7153826915767538,-0.32917742936487876
8230,1,-0.4970672207795805,0.7861213464478519,0.30948457776048865,-0.7504949184110561,-0.29507135248730243
8231,1,-0.5015561306897636,0.823579675532709,0.5542967366572683,-0.7838813888639243,-0.2552497407271372
8232,1,-0.3753337579367119,1.4662053237203785,0.4263082876491111,-0.9002528171286779,-0.24287011823948404
8233,1,-0.25930262523433384,1.4716103996610268,0.6141981872141217,-1.193415587341809,-0.18388940466295353
8234,1,-0.30541408847653884,1.4577738837183232,0.644332915055784,-1.3467111767315145,-0.19518950187609846
8235,1,-0.3856979469679078,1.5943815948528772,0.7388647654372015,-1.2884447172383726,-0.19118981922115752
8236,1,-0.7971656116019066,1.6587906662970915,0.7739906694156007,-1.212433397985728,-0.22280416056233188
8237,1,-1.045701401027524,1.3360067186459366,0.8862377690829311,-1.3854298758174222,-0.2241232482864335
8238,1,-1.2452490402210867,1.2561493010973948,0.8830206122192918,-1.5585253822211613,-0.20533523786346336
8239,1,-1.0705663411081534,1.5882552230926452,0.7842921631167455,-1.879868715025299,-0.17506075542147168
8240,1,-1.3619244531677939,1.5854982009763017,0.8298353063905394,-1.937036218863231,-0.21226441561578582
8241,1,-1.662652226787244,1.4722213486043618,0.6912456649194003,-1.829294990787529,-0.2579265652873258
8242,1,-1.4405672904889293,1.1962377522939338,0.3951449729993594,-1.8131606170881067,-0.26370956137095103
8243,1,-1.428042440371995,1.2475685048768375,0.37604827304805183,-1.7001377055152271,-0.25893042312905734
8244,1,-1.3809433250017398,1.1615119258885662,0.3903409015424075,-1.648765233663804,-0.24779232410503124
8245,1,-1.467302603707483,1.1919349419136749,-0.05904353985244899,-1.5995655845669061,-0.2397579186750408
8246,1,-1.5729918654326864,1.1786442478141088,0.036652485918700455,-1.7296748853490267,-0.25109559557608563
8247,1,-1.5472137062960671,1.1801929514500766,0.1521229255247183,-1.8520210697703987,-0.2265210975163875
8248,1,-1.6019576726558125,1.1119443906800281,0.21427083651828827,-1.9171450832503425,-0.2287715318164752
8249,1,-1.2727698093348014,1.2859532173082169,0.33978265834024035,-1.7793612589349568,-0.24513251973824385
8250,1,-1.2497960063999154,1.2419421604971053,0.2623728648293366,-2.010204333567563,-0.2504230632077141
8251,1,-1.143763915277336,1.1464837408191104,0.1498256219495282,-2.0452677714902574,-0.24691988772474355
8252,1,-1.0668738339421686,1.1899246899965963,0.11564774515773263,-2.2356270087312433,-0.21781280000862285
8253,1,-1.0192494294129033,1.1874334800282622,0.13284453277982988,-2.1814153219082697,-0.21260751434514127
8254,1,-1.0280279596609456,1.0301836781310654,-0.11179341847701078,-2.039832678123567,-0.19215101777727422
8255,1,-0.9044261007845296,0.8949073359015298,-0.06500793713895696,-1.972742645431908,-0.17852751605063413
8256,1,-1.00217878235916,0.9468008166117388,0.018609742771406056,-2.092242273809296,-0.18758760393711527
8257,1,-1.0399195528823535,0.842952515115267,0.016158199116879112,-1.951200348505139,-0.21066281085938593
8258,1,-0.7782259951286519,0.8266459421929028,-0.014562365880725625,-1.9470930830110662,-0.22160507633983653
8259,1,-0.5044906496713462,0.5234544636462248,-0.2476559745404109,-1.5522938233458188,-0.23649144478041145
8260,1,-0.772481145871703,0.0015497949828237488,-0.2630284155019152,-1.4426025587820799,-0.176742020220478
8261,1,-0.9948381689918671,-0.1293129290322827,-0.13413408097601348,-1.4591884465535756,-0.18561346611129365
8262,1,-0.9798043575485526,-0.10909168904623943,-0.13419383679414396,-1.4312076250833492,-0.18277191398241183
8263,1,-0.8681314343977491,-0.32547015896569853,-0.25943004356340577,-1.5115522654418552,-0.1887460702183757
8264,1,-1.158671331530293,-0.4986939797522736,-0.3363175824851142,-1.7234579724325099,-0.16357760741878036
8265,1,-1.1736289435834528,-1.1090933147379274,-0.20438575432326106,-2.4214727279560595,-0.157419064354891
8266,1,-1.164448296992242,-1.0167729415415108,-0.13367647960277354,-2.5215396874439926,-0.145037861197981
8267,1,-1.257484474132693,-1.374306331359122,-0.11584537119010546,-2.3917004408192453,-0.14526808750489584
8268,1,-1.0457980031573886,-1.3948406855123272,-0.13348016368861576,-2.216157857484343,-0.14507576848494957
8269,1,-1.046034061591721,-1.2125958031995367,-0.30089940063386833,-2.2447272522844313,-0.1567225227563101
8270,1,-0.8244424831282163,-1.2375519409982354,-0.27260363274673405,-2.3630643135904057,-0.17103240524320204
8271,1,-1.0351139792977986,-1.2063202545436944,-0.4926676790634407,-2.5066165632238673,-0.20090779871279876
8272,1,-1.2892658779619444,-1.1563988933392007,-0.37454190941303606,-2.660960424319488,-0.16038596870357796
8273,1,-1.090835141717982,-1.282108730257867,-0.21715470810650603,-2.5883722986906816,-0.20740057334087567
8274,1,-1.0407835270220602,-1.316918876006253,-0.08012601222988627,-2.528123274836091,-0.23889405678761885
8275,1,-0.9710259750549854,-1.1947240679008881,0.10801252294392036,-2.1995616495399246,-0.22765604798644465
8276,1,-1.037948348482195,-1.212111803218534,0.14967946377484684,-2.2414495414451734,-0.22981821863589202
8277,1,-1.0936187160733728,-1.056260379130045,-0.00024338453804664963,-2.6909407860811583,-0.26808926663838273
8278,1,-1.199751683121692,-1.0790107746006983,0.15159230069310126,-2.35606583047701,-0.273078179256933
8279,1,-1.2449984295142726,-1.1801207124391604,0.07043564042422269,-2.328004722047309,-0.29363511264499254
8280,1,-1.225882822057353,-1.2672467543272552,0.28118032886499356,-2.1574292718889483,-0.24952186340771548
8281,1,-0.7612898596015566,-1.1002050888691506,0.20643571783028256,-1.8735736518235269,-0.2735747998653408
8282,1,-0.6990352278746975,-1.0538116526751382,0.31050776500469135,-1.553309476230773,-0.2647589239177892
8283,1,-0.5442560852285381,-1.0568234750523708,0.14029824747842845,-1.4773288829701876,-0.29639766737102496
8284,1,-0.9917840632867504,-0.82407339984235,0.23589669654287343,-1.3002750997891301,-0.28966810263761766
8285,1,-1.1649921417169948,-0.8373078694433261,0.3918550905690382,-1.3415801344647025,-0.29445052640069036
8286,1,-1.1899377842972936,-0.717651299779676,0.2803635555351136,-1.260915129057086,-0.3068286610741282
8287,1,-1.160356891364321,-0.6664546118727973,0.21299046520436749,-1.2542532540888396,-0.3115828991855063
