periods,nn_pred_mean,nn_pred_median,nn_pred_l25,nn_pred_u75
1990.0,-2.3302246533646347,-2.1485884872294703,-2.3447571158451357,-2.0962342505362916
1990.1,-2.3265198009744212,-2.147973575014798,-2.3395957170999817,-2.0963350836130448
1990.2,-2.322818369256544,-2.1474264206827627,-2.334862601980373,-2.096346789541971
1990.3,-2.31912073224899,-2.1473171204256816,-2.3298925884227852,-2.096425107540142
1990.4,-2.3154274581564738,-2.146883184664058,-2.3266131680319564,-2.0964821220598524
1990.5,-2.3117394340403097,-2.14658808904492,-2.3227925266535365,-2.0964845241125616
1990.6,-2.3080576978642373,-2.1461338037820283,-2.318820872265763,-2.0965727416487554
1990.7,-2.304383091471313,-2.1456879981858377,-2.3141301726669496,-2.0964020068300067
1990.8,-2.3007158931427334,-2.145128873586045,-2.3095699182702254,-2.0963321260616414
1990.9,-2.2970556491862184,-2.144653745145246,-2.3047252920251364,-2.0962671916212923
1991.0,-2.2934014325184218,-2.1441330565419645,-2.3006802990188713,-2.0961325543962803
1991.1,-2.2897524080636726,-2.143833076727948,-2.294453995864666,-2.096036306068328
1991.2,-2.2861083178846595,-2.1432916629502508,-2.290160657818073,-2.096054298544343
1991.3,-2.2824696520177925,-2.1430944974015347,-2.2864064611866244,-2.095810763279282
1991.4,-2.278837518550068,-2.1425091015009676,-2.282614495307806,-2.095530359912052
1991.5,-2.2752133280110622,-2.142287995854873,-2.2770098654783744,-2.095586595769455
1991.6,-2.271598456375573,-2.1418220305160287,-2.2721031979240327,-2.095428288031343
1991.7,-2.2679940745583997,-2.1414050570922,-2.268910051697821,-2.0952929948504186
1991.8,-2.264401229893457,-2.1409804049539383,-2.264776311975108,-2.0951174992506685
1991.9,-2.260821079028857,-2.140359324591923,-2.261230606828485,-2.0948901423630137
1992.0,-2.2572550737989907,-2.1400396794713803,-2.258351779727634,-2.0946928005068504
1992.1,-2.2537049823026183,-2.139296000248556,-2.2549687301845336,-2.094539124728045
1992.2,-2.2501727964937954,-2.138790098561261,-2.2520277936916684,-2.094549777636401
1992.3,-2.246660611925096,-2.1383821352506045,-2.2482142682758,-2.094427627157157
1992.4,-2.243170452278159,-2.137684443977536,-2.2443435171768438,-2.0942195844891183
1992.5,-2.239704030847706,-2.1372161613254788,-2.241133113586542,-2.094220909260389
1992.6,-2.236262592582601,-2.1366750694920262,-2.2390378165498657,-2.094114372073755
1992.7,-2.232846966498766,-2.136059785652781,-2.2354315086785634,-2.0940491267013757
1992.8,-2.2294577726440092,-2.1356588637860363,-2.2325585924474645,-2.0939088249237394
1992.9,-2.226095625093722,-2.1350181633739127,-2.229140534663305,-2.093901621508721
1993.0,-2.2227612361985822,-2.134414353895334,-2.2264448446280136,-2.0936368296557357
1993.1,-2.2194554353714,-2.1339275143278376,-2.2237436814808245,-2.0936055487402374
1993.2,-2.216179177705436,-2.1334961911462225,-2.2213501004620064,-2.093457786923729
1993.3,-2.2129336210162216,-2.132826841461269,-2.218737292684136,-2.0931364444239335
1993.4,-2.2097202835006646,-2.132442933071385,-2.216421480293887,-2.092993256700448
1993.5,-2.2065412166390854,-2.132131317312963,-2.2146126531497923,-2.093022927263751
1993.6,-2.2033990505858023,-2.1316444618713075,-2.2128357505598606,-2.092962981603378
1993.7,-2.200296484768509,-2.131131704211374,-2.210808769907902,-2.092676514543218
1993.8,-2.1972351350990302,-2.130653147947308,-2.2088642819170246,-2.0926209087255763
1993.9,-2.1942152007567937,-2.130198756133035,-2.207221919103217,-2.0925627429065035
1994.0,-2.191236541735329,-2.1297859264480237,-2.204912546804406,-2.0923314684965315
1994.1,-2.1882991785053547,-2.129272526289463,-2.202145423134246,-2.0922518016594354
1994.2,-2.1854026521311622,-2.1287882002438896,-2.200033450282986,-2.0920545969316193
1994.3,-2.182545824391121,-2.1282286577498897,-2.198513296074623,-2.0921048696677915
1994.4,-2.1797275954215927,-2.1277316985485046,-2.1964210627310083,-2.0919418358166335
1994.5,-2.176947591226462,-2.1272536692103716,-2.194724181969702,-2.091872336233781
1994.6,-2.174206203112937,-2.1269358442057724,-2.192452350907182,-2.09151318449399
1994.7,-2.171504155241794,-2.1263306260786465,-2.190513623283209,-2.091275846747629
1994.8,-2.1688421168215126,-2.12561683554089,-2.1886366080570503,-2.0912148861126836
1994.9,-2.166220735704473,-2.125091221895526,-2.187546078911904,-2.0912420868936503
1995.0,-2.1636409669461556,-2.1245785762100726,-2.1859467566149258,-2.091147877367558
1995.1,-2.1611041898980994,-2.123968912469162,-2.184144469655303,-2.0909614272366213
1995.2,-2.158611968105836,-2.1233815585682962,-2.182306760048153,-2.090835813897201
1995.3,-2.156165903931345,-2.122699191501507,-2.1803306769707507,-2.090843572405352
1995.4,-2.153767773421609,-2.1221280114844667,-2.178410161009727,-2.09064153834829
1995.5,-2.1514197263650754,-2.1214781716745996,-2.176435765678408,-2.0906003821436916
1995.6,-2.149124252062128,-2.120941419700897,-2.1747831123908257,-2.090384264192708
1995.7,-2.146883643717685,-2.120275888230031,-2.1732227032854263,-2.090371393988359
1995.8,-2.1446994329538818,-2.1196510388206704,-2.1718020182050766,-2.09034106143031
1995.9,-2.142572725759862,-2.1189794367685018,-2.170164945865957,-2.0901629953882863
1996.0,-2.14050520635354,-2.118275834665204,-2.168283465611336,-2.0899874670567393
1996.1,-2.1384997031485047,-2.117675790406388,-2.1668746032755934,-2.0900029961248956
1996.2,-2.136559857793196,-2.1171656548924678,-2.164929848929453,-2.0900562605949795
1996.3,-2.134689177532608,-2.1165327814731545,-2.163225160179686,-2.0899858785150465
1996.4,-2.1328901680938195,-2.1160847119478734,-2.1614290590629786,-2.089928104455539
1996.5,-2.1311641569481004,-2.1156456574447553,-2.1598664629486874,-2.0898771055812224
1996.6,-2.129511731709892,-2.1150285118001344,-2.1581441622162605,-2.0898080290210337
1996.7,-2.127933415956897,-2.1145140661830477,-2.156466901797378,-2.0897959424907016
1996.8,-2.1264303744810396,-2.1139559591861805,-2.155082950430708,-2.089877112393555
1996.9,-2.1250048882715684,-2.113077105892005,-2.1534077540672585,-2.0899427413686795
1997.0,-2.1236603016226234,-2.112563446501661,-2.1517653326259847,-2.089932921411352
1997.1,-2.122400424891105,-2.1118856469395157,-2.15012293628544,-2.0899116479882567
1997.2,-2.1212285966476396,-2.111357533088162,-2.148503019491366,-2.0900714990091065
1997.3,-2.120146762794736,-2.110947873767406,-2.1474296414036935,-2.090191243122344
