periods,nn_pred_mean,nn_pred_median,nn_pred_l25,nn_pred_u75
1990.0,-4.991410674221039,-4.747905340033526,-5.25578300065957,-4.474889355777889
1990.1,-4.986332551454847,-4.747026927610121,-5.246763470227737,-4.4767258701577815
1990.2,-4.9812483761577555,-4.746189409663147,-5.237893106546072,-4.478171408598531
1990.3,-4.976161741801324,-4.746015968790546,-5.232238827495014,-4.480265672959908
1990.4,-4.971076733103453,-4.74566107363884,-5.226938510117792,-4.481734342075102
1990.5,-4.965997697164303,-4.745152983891311,-5.216261094359447,-4.483043337214004
1990.6,-4.960929534859616,-4.744293430073836,-5.208689530313085,-4.484625734112043
1990.7,-4.955877687490042,-4.744016301207599,-5.202300727044927,-4.486410851274167
1990.8,-4.950847414009488,-4.743705637371342,-5.192984594356394,-4.487771999461455
1990.9,-4.945842842725576,-4.74318830149935,-5.1852209474115405,-4.48981769406707
1991.0,-4.940866444236432,-4.74289910066837,-5.1767302230140775,-4.492974820004204
1991.1,-4.935919206338137,-4.743699680223898,-5.171789196467041,-4.493613730014771
1991.2,-4.93100135656838,-4.743731168473317,-5.165125638054183,-4.495854376352648
1991.3,-4.926113263601755,-4.743093833421614,-5.156834170013688,-4.498269740914549
1991.4,-4.921256238519246,-4.74279022080311,-5.151113932531198,-4.501220765645463
1991.5,-4.9164331512222335,-4.742019009920118,-5.1435254298320245,-4.503596143175442
1991.6,-4.911648593407012,-4.741804409807555,-5.137761977855826,-4.504919572780162
1991.7,-4.906907925607207,-4.74113600045669,-5.130600851157525,-4.507601356709083
1991.8,-4.902215153158853,-4.740719415155189,-5.124509740034237,-4.507996886515113
1991.9,-4.897571125850499,-4.739664910866477,-5.118063121859229,-4.509535364650728
1992.0,-4.8929738410796855,-4.7394033949611885,-5.11116419604347,-4.50982265554845
1992.1,-4.888420644020821,-4.7393660612652235,-5.1051301890242575,-4.51169586258147
1992.2,-4.88390992742426,-4.739875845023514,-5.1019132628681545,-4.512276171263063
1992.3,-4.879440558573639,-4.739515160255655,-5.095656831232702,-4.512455367941744
1992.4,-4.875010200871572,-4.738482815952672,-5.089829529445973,-4.51310934709335
1992.5,-4.870614537905012,-4.738414989768624,-5.085127522655555,-4.515412412464283
1992.6,-4.866247666658326,-4.7382802617070165,-5.080667076243638,-4.516714711919843
1992.7,-4.8619028741654935,-4.738080702746529,-5.07495282958114,-4.519268553872539
1992.8,-4.857573231460608,-4.737767929725453,-5.068709728391711,-4.519482217732239
1992.9,-4.853251888670384,-4.737386828004453,-5.063181429390956,-4.520982623746982
1993.0,-4.848932323364077,-4.7368327086694455,-5.057647915120943,-4.52238387944719
1993.1,-4.844608986077065,-4.736187712688793,-5.053448495790822,-4.523614015101263
1993.2,-4.840278515668251,-4.735863980910787,-5.0468104617937355,-4.524802367506557
1993.3,-4.835940979523786,-4.73533247285485,-5.04016626666477,-4.525239075425015
1993.4,-4.831600308527597,-4.733925480526334,-5.0340878695973235,-4.52669818854765
1993.5,-4.827263833914609,-4.7334777529959435,-5.027669259874718,-4.526721440883707
1993.6,-4.822941159687678,-4.732539558267419,-5.0227100418674215,-4.529032929085923
1993.7,-4.818641856443439,-4.731753332510766,-5.018171215633004,-4.530239324002275
1993.8,-4.814372521617548,-4.730452438521381,-5.012057323784508,-4.530586044970259
1993.9,-4.810136133885996,-4.729623670134293,-5.007417895522856,-4.533460326819608
1994.0,-4.805934559492034,-4.7287093649686645,-5.001170152916041,-4.534440151736625
1994.1,-4.80177118173218,-4.728725289122342,-4.99850377807605,-4.536295111213635
1994.2,-4.797651030955837,-4.728029910202202,-4.991974291146039,-4.5371210571107445
1994.3,-4.793578267709276,-4.727737262434745,-4.987341115020353,-4.537883826904484
1994.4,-4.789552996582262,-4.727122411765874,-4.983111187176126,-4.538597076783912
1994.5,-4.785570011872746,-4.726605402464262,-4.976724960534781,-4.539383578317459
1994.6,-4.781621496320181,-4.72570921538012,-4.972299399498288,-4.5400915153910395
1994.7,-4.777702950528441,-4.724687938103321,-4.966539849222973,-4.539836446036025
1994.8,-4.773815772486719,-4.7236866518401115,-4.961924499790841,-4.54072855413926
