periods,nn_pred_mean,nn_pred_median,nn_pred_l25,nn_pred_u75
1990.0,-3.8217622223059666,-4.159867390852268,-4.38061794125542,-3.8654337083856727
1990.1,-3.8291775807812054,-4.159953501917972,-4.379149721819545,-3.8709248670773824
1990.2,-3.836541433381489,-4.161032790184835,-4.376921712772935,-3.87676494364587
1990.3,-3.8438530672163123,-4.161662758814427,-4.375749651671352,-3.8852303187242274
1990.4,-3.851113050274844,-4.162301563284022,-4.374746255152032,-3.893369237908715
1990.5,-3.8583238073598225,-4.163016568298988,-4.373246813990382,-3.8990714387447785
1990.6,-3.8654886852167403,-4.163249585203712,-4.371903302946537,-3.905412310632342
1990.7,-3.8726105291912645,-4.163852601519913,-4.3706452479085,-3.9136574667906814
1990.8,-3.879690777333786,-4.164986316650954,-4.368208038508045,-3.919662503654003
1990.9,-3.8867292386794055,-4.165775675717436,-4.366699036473734,-3.924227913116907
1991.0,-3.893724502491908,-4.166708234607235,-4.365052753341282,-3.9313494592648413
1991.1,-3.9006746543088986,-4.167921801801692,-4.363098696892703,-3.9364160942831736
1991.2,-3.907577794080557,-4.167807766581377,-4.362553243962788,-3.942306870638429
1991.3,-3.9144321190468596,-4.169390335339175,-4.360875847449295,-3.9457982353446623
1991.4,-3.9212356685111383,-4.170420816289482,-4.359787985629956,-3.9507644570253824
1991.5,-3.9279859826913284,-4.1709427422230805,-4.357685495897639,-3.95576797651853
1991.6,-3.934680047128829,-4.172045453733445,-4.356067149669274,-3.9612526921103695
1991.7,-3.9413148731551635,-4.174176901658714,-4.354621996063695,-3.9668417316362685
1991.8,-3.9478885944843864,-4.175080428493403,-4.35325890252097,-3.9702284088612974
1991.9,-3.954401347439132,-4.17618473239062,-4.3520601652527375,-3.9729615157588087
1992.0,-3.9608551700181653,-4.1770912468363335,-4.350994202556102,-3.976125494111331
1992.1,-3.967252849093316,-4.177771962779279,-4.3488824862685735,-3.980191200345829
1992.2,-3.9735965662674793,-4.178588965196413,-4.348072132527398,-3.984722819644812
1992.3,-3.9798872806937893,-4.180006232792236,-4.347063902185259,-3.9881738739764776
1992.4,-3.9861247456516335,-4.181201853278056,-4.34684296054401,-3.9907155982813967
1992.5,-3.9923075279517577,-4.1818830409728704,-4.345919737937704,-3.99444617346182
1992.6,-3.998432951414293,-4.18190434234872,-4.344204558874027,-3.9997046156373877
1992.7,-4.004497252097302,-4.183355321605785,-4.344249929972242,-4.002018676951677
1992.8,-4.0104960271681485,-4.184401279374032,-4.34247551703793,-4.00528569624727
1992.9,-4.01642482119783,-4.185132504071464,-4.341591903056907,-4.007910941399193
1993.0,-4.022279643491222,-4.18589770851785,-4.340525374970173,-4.009012883869427
1993.1,-4.02805724645646,-4.1866255212081445,-4.339426829757742,-4.012716936200383
1993.2,-4.033755102344074,-4.187300770879152,-4.337186948508569,-4.0182556704356545
1993.3,-4.039371181536965,-4.188343082302013,-4.3355116694771745,-4.020683666758468
1993.4,-4.04490367704155,-4.189417877427898,-4.3340314899119985,-4.0235950636613005
1993.5,-4.050350741195406,-4.190633984407559,-4.333283058961462,-4.025629266756157
1993.6,-4.055710432541041,-4.191335599389969,-4.331357880411125,-4.028957132894182
1993.7,-4.060981109892108,-4.192088372304621,-4.3312755078870335,-4.030770624400618
1993.8,-4.066161968220296,-4.193595995426198,-4.331081607974796,-4.033047912530407
1993.9,-4.071253168805567,-4.1941572878869335,-4.330780042161819,-4.036036668312042
1994.0,-4.07625529248456,-4.19433437138009,-4.330133528107098,-4.038103656459746
1994.1,-4.081168185168156,-4.1948891862625075,-4.328810148664692,-4.0395712586475305
1994.2,-4.0859901631754045,-4.1956692837059455,-4.327864863061846,-4.04146595942309
1994.3,-4.090718672203159,-4.196102917313909,-4.325889620458912,-4.043526695263131
1994.4,-4.095351908479943,-4.196957921267541,-4.32538119831592,-4.045843216630257
1994.5,-4.099889784445297,-4.197228515278233,-4.32335787189518,-4.047274992043907
1994.6,-4.104332896791587,-4.197579925172797,-4.321604165112817,-4.049225700659792
1994.7,-4.108679687483737,-4.197660688825511,-4.319824130701915,-4.050655606549038
1994.8,-4.112924806530844,-4.197595354541906,-4.318011373115832,-4.052647685444708
1994.9,-4.1170608417313685,-4.198601326872101,-4.316266887297579,-4.054535403875394
1995.0,-4.121081198918107,-4.199753615259396,-4.315449078845585,-4.05645902357435
1995.1,-4.124980944008433,-4.200011541072426,-4.313379894899045,-4.057700508219413
1995.2,-4.128755876122342,-4.20047843329927,-4.3111763684412665,-4.059214910043395
1995.3,-4.132402611237945,-4.200589963199011,-4.309769725243779,-4.060467744069593
1995.4,-4.135919208571182,-4.200338998944846,-4.30829258457085,-4.062352579728885
1995.5,-4.13930469764942,-4.201037146572753,-4.306265200374714,-4.063780338659406
1995.6,-4.142557795592723,-4.2011512961199005,-4.30403285938867,-4.065100766905583
1995.7,-4.145674793087522,-4.201088694693632,-4.301591063131377,-4.06683864837733
1995.8,-4.148648064352455,-4.200596832225097,-4.29947754756594,-4.068121494623963
1995.9,-4.151467859560236,-4.200898205855538,-4.297235297473557,-4.070253380162667
1996.0,-4.154125739414706,-4.200579444424363,-4.295492583773916,-4.071431481426943
1996.1,-4.156615873601122,-4.200038078535472,-4.292661942199103,-4.073087346207103
1996.2,-4.15893403501074,-4.199270049734205,-4.290908532849821,-4.074208082584556
1996.3,-4.161076209011729,-4.198831127087869,-4.288405383554117,-4.075690072439949
1996.4,-4.163037877271325,-4.19819158099864,-4.2864100943013055,-4.0769867247624045
1996.5,-4.16481386302847,-4.197623077848693,-4.2837544059922905,-4.0784270857237335
1996.6,-4.166398168380709,-4.196980822152948,-4.281131460740397,-4.079658120828959
1996.7,-4.167783859996854,-4.196934260155667,-4.278374559250549,-4.080606324260061
1996.8,-4.168963636046703,-4.1958576922636075,-4.2754481699389855,-4.081404407159621
1996.9,-4.169930891573762,-4.194919648217464,-4.272804967199594,-4.083426828393552
1997.0,-4.170680288838336,-4.193425912433753,-4.269609706154549,-4.084458341036267
1997.1,-4.171207438965991,-4.192329697701611,-4.266630703420486,-4.085869243276582
1997.2,-4.171508233235344,-4.191312951519052,-4.263513202222809,-4.087490134205669
1997.3,-4.171578502082392,-4.189390204384684,-4.259913843663934,-4.08769471007097
1997.4,-4.171414012481905,-4.18748647286828,-4.256507760599028,-4.088590646856425
1997.5,-4.1710103364992355,-4.185715735891085,-4.253116224307228,-4.088863609437725
1997.6,-4.170362667994785,-4.183345964563171,-4.2493560104705335,-4.089711723688937
1997.7,-4.169466135474847,-4.180589651766037,-4.245733895324212,-4.090158907685008
1997.8,-4.168316760745629,-4.178488400483541,-4.241645618928519,-4.090462311906291
1997.9,-4.16691282699665,-4.175948951237522,-4.237292562182328,-4.0909470551071
1998.0,-4.165255745855077,-4.173148162901308,-4.232750714201071,-4.091477329904834
1998.1,-4.163349145301463,-4.17017021295405,-4.227634818577558,-4.0913726683737845
1998.2,-4.161196323106435,-4.167384010247805,-4.222556037628535,-4.091743092006786
1998.3,-4.158796663965545,-4.164364492808653,-4.217946864858067,-4.09130263133516
1998.4,-4.15614438846234,-4.161275491560792,-4.212818197191671,-4.090898185483879
1998.5,-4.153233982395586,-4.158282833626885,-4.2073281571404575,-4.090474746992014
1998.6,-4.150063195993129,-4.1552189694022,-4.201635213611467,-4.089790593079907
1998.7,-4.146625121847367,-4.151587608078238,-4.1962172981053065,-4.0897767648809715
1998.8,-4.142905049472817,-4.147677263731357,-4.190268684215623,-4.088554652810429
1998.9,-4.138898986755069,-4.1436152574231295,-4.184273628054172,-4.087789605546986
1999.0,-4.134629582075189,-4.1394575539857925,-4.177856871342566,-4.086747216341702
1999.1,-4.130134989563792,-4.135339753587393,-4.171504762873347,-4.085825381250259
1999.2,-4.125455333913859,-4.131185114601523,-4.164820287911219,-4.084669476121543
1999.3,-4.120627949978,-4.12707580535995,-4.158323006099407,-4.083176310239432
1999.4,-4.115684109574022,-4.122544282918195,-4.151633606320133,-4.081850613814282
1999.5,-4.110649560725314,-4.1179017867323395,-4.144943752375696,-4.0803871731206405
