periods,nn_pred_mean,nn_pred_median,nn_pred_l25,nn_pred_u75
1990.0,-4.027822127851457,-3.976300176092244,-4.178843416275206,-3.8359214242911888
1990.1,-4.027597516678819,-3.976345810506883,-4.176174600148909,-3.8381321567276645
1990.2,-4.0273644564683355,-3.976204279188758,-4.174613249843421,-3.840798908903167
1990.3,-4.027120108383801,-3.9767062945496443,-4.170583030505378,-3.8421916412830184
1990.4,-4.026863045354482,-3.976373586226797,-4.16685280596718,-3.8435662676630766
1990.5,-4.02659399760764,-3.9767810619448407,-4.1633299225333715,-3.8459457043658314
1990.6,-4.026314851027257,-3.97683846701965,-4.1598045081086035,-3.8472511495509196
1990.7,-4.026027253908446,-3.976687283396208,-4.156908938676545,-3.8492099731298306
1990.8,-4.025731890240401,-3.9767013023424846,-4.154363623870701,-3.8505721578378242
1990.9,-4.025428315261909,-3.977245275129882,-4.152524190471626,-3.8521027359471502
1991.0,-4.025115189049085,-3.97721090858981,-4.148151901994327,-3.8537413518436683
1991.1,-4.024790802109158,-3.9774488294143273,-4.146109872331941,-3.8544362375588888
1991.2,-4.024453656991198,-3.9773657513870964,-4.143992943273696,-3.855320739374774
1991.3,-4.024102933455143,-3.977421572307355,-4.141681638403191,-3.8564515998630626
1991.4,-4.023738804702226,-3.9776676814512104,-4.139115329735409,-3.857806178838819
1991.5,-4.023362529593517,-3.9775149800128164,-4.136318019196094,-3.858830768247973
1991.6,-4.022976186905493,-3.977450027114346,-4.135521943570154,-3.8603402554729236
1991.7,-4.022582095748895,-3.9778580580877603,-4.132883332797966,-3.8620255340935032
1991.8,-4.022182213445619,-3.9778309838011614,-4.129978420660045,-3.863360318075628
1991.9,-4.021777798000338,-3.9778567274691414,-4.126601041237462,-3.8643348326756173
1992.0,-4.021369333278193,-3.9779952846523328,-4.1245264884742205,-3.8649505723320403
1992.1,-4.020956545382361,-3.97825982938461,-4.123276358225972,-3.8658002261714226
1992.2,-4.020538542236165,-3.9786105297058962,-4.121170350093789,-3.8661469483625446
1992.3,-4.020114158178605,-3.9785884332596595,-4.1185587855813,-3.867356106254279
1992.4,-4.019682233075741,-3.978452119252824,-4.116782061057705,-3.86877175532326
1992.5,-4.019241504541175,-3.978496104508638,-4.114392251700857,-3.869996181795858
1992.6,-4.018790246107206,-3.9791217374642134,-4.112332701005379,-3.8708874279871623
1992.7,-4.018326097777241,-3.9789567789946836,-4.110208315612583,-3.8716869493785504
1992.8,-4.01784636081454,-3.9784299626943467,-4.108314306421961,-3.8726121616968783
1992.9,-4.017348603641394,-3.9782455258872824,-4.1058181294028575,-3.8740593591208157
1993.0,-4.016831163458509,-3.978715477622172,-4.103493771160633,-3.874846520683804
1993.1,-4.016293212610407,-3.9786007658133222,-4.101652402288975,-3.875794207532847
1993.2,-4.015734383103382,-3.978520509523822,-4.099107076251906,-3.8766952797106424
1993.3,-4.015154306171634,-3.9784298280192276,-4.097224079779243,-3.8782894824306133
1993.4,-4.014552540179891,-3.9784253366430726,-4.094921592560613,-3.8788483923010415
1993.5,-4.013929005075286,-3.978448558549928,-4.093941102802169,-3.8795678865044967
1993.6,-4.013284430801176,-3.978209840832695,-4.092769726990257,-3.8797916221776854
1993.7,-4.012620039624107,-3.978174851122631,-4.090678180950159,-3.8805387235393716
1993.8,-4.011936627642256,-3.978530598867536,-4.088684519719745,-3.8813958541127103
1993.9,-4.011234547206077,-3.978634293169096,-4.086543729750079,-3.8826413515564346
1994.0,-4.01051429288478,-3.9793448905134796,-4.0845031196466834,-3.883246207693222
1994.1,-4.00977549075171,-3.979403141522412,-4.082353481580691,-3.8836870070518676
1994.2,-4.009015249107452,-3.97948885616418,-4.0811855683495475,-3.8844886110171313
1994.3,-4.008228912323385,-3.9794787955227506,-4.079099106842678,-3.8851957592655095
1994.4,-4.007412943850758,-3.9797381645971774,-4.077293983228851,-3.886370559683534
1994.5,-4.006566987315875,-3.979862553702682,-4.075561916724948,-3.887611393221967
1994.6,-4.005693292952439,-3.9800114823015695,-4.074131725043367,-3.8886834425799215
1994.7,-4.004794178978599,-3.980210453293755,-4.07277726327746,-3.8895382516184016
1994.8,-4.003870433763692,-3.980389829655812,-4.0706458607380265,-3.890140736670319
1994.9,-4.002922261146635,-3.9805188422864415,-4.068895580983562,-3.8909877085959343
1995.0,-4.001950846507609,-3.9805605197499148,-4.067844484880172,-3.891829094509473
1995.1,-4.000958415292264,-3.980435205221259,-4.065966960268165,-3.8927401247792983
1995.2,-3.9999472439030455,-3.980387796696678,-4.064143388170403,-3.893588170868575
1995.3,-3.9989194997046713,-3.9800983955900757,-4.061531880202895,-3.8943979262025676
1995.4,-3.9978776159950007,-3.979771025358865,-4.059473868449588,-3.8951965727894873
1995.5,-3.996824250077851,-3.9799895529018103,-4.057948210634676,-3.8963414411074115
1995.6,-3.995761691232536,-3.979896654805732,-4.055410647883177,-3.8974485072317986
1995.7,-3.99469005999281,-3.979771119274089,-4.053616513289051,-3.8983626197209076
1995.8,-3.9936056591658877,-3.979597073584929,-4.051861993909165,-3.899064356106881
1995.9,-3.9925023147123797,-3.9791440235692956,-4.049934722080733,-3.8999969805728285
1996.0,-3.991374651607029,-3.9790530181842803,-4.048173781008116,-3.900393886439901
1996.1,-3.9902199551848225,-3.978371416693941,-4.046076617404028,-3.9008047705482545
1996.2,-3.9890378369139907,-3.977875136387869,-4.044190714690069,-3.901713096125409
1996.3,-3.98782885377448,-3.97729593284738,-4.0419785313895575,-3.902863567711615
1996.4,-3.986593299896085,-3.976618589097311,-4.040259546711892,-3.903450795016962
1996.5,-3.98533054209575,-3.9758812084127038,-4.038883395272857,-3.9038453361205634
1996.6,-3.9840384951889822,-3.975340233512318,-4.0364536124054595,-3.904600327393754
1996.7,-3.9827133585177257,-3.97447819863792,-4.033737462015963,-3.9052174092537197
1996.8,-3.981350154254556,-3.9739589531704604,-4.031993306462347,-3.9055819279266197
1996.9,-3.9799438481863665,-3.9732349905177244,-4.029741879729771,-3.9062194121055454
1997.0,-3.978490332020329,-3.9723538452336435,-4.027705526043971,-3.9066745041215856
1997.1,-3.976987013333738,-3.9710159374454306,-4.02520254383702,-3.907210907300979
1997.2,-3.975432967633187,-3.9699904942647537,-4.022375002746648,-3.9078131595950887
1997.3,-3.973828504060924,-3.9685555006928577,-4.020002563398437,-3.908218759540213
1997.4,-3.972174416116199,-3.967269262854827,-4.0175773144914615,-3.908515433114377
1997.5,-3.970471547620529,-3.9658395030492763,-4.014982259744506,-3.9085328309727587
1997.6,-3.968720635722484,-3.9643949527562174,-4.0123248345682745,-3.9086438415404703
1997.7,-3.966921706504612,-3.962919463774546,-4.0094174465863555,-3.909116654297497
1997.8,-3.965073330273458,-3.9612472066344777,-4.006330669805049,-3.909193408175459
1997.9,-3.9631725832718536,-3.9599109173098523,-4.003364919696193,-3.909316580832937
1998.0,-3.9612150538396045,-3.9582061285505157,-4.000646452306172,-3.9093255429402483
1998.1,-3.9591956224854,-3.9565576957850492,-3.9975563884795275,-3.909355812964022
1998.2,-3.9571109275134817,-3.9547209158613374,-3.994227370095789,-3.909202100756941
1998.3,-3.9549594270298987,-3.9527750897243163,-3.9908203380849767,-3.9086944380248734
1998.4,-3.9527377988010715,-3.950838167677123,-3.987328632879529,-3.908578836907981
1998.5,-3.9504385932016572,-3.948962039684236,-3.9838658136995218,-3.9082060380875574
1998.6,-3.9480503510116995,-3.9470768165854198,-3.9802736657072515,-3.90788908689007
1998.7,-3.9455575569793147,-3.9448778638464366,-3.976743037133341,-3.9075593529395594
1998.8,-3.942943957573355,-3.9424052692938076,-3.9730689315064875,-3.9073479438384964
1998.9,-3.9402047372559226,-3.940159027513745,-3.968875458272481,-3.9066904240684366
1999.0,-3.9373510322838055,-3.9376383197390457,-3.964733394839424,-3.905956882924817
1999.1,-3.9343968199401145,-3.9351621596180757,-3.960613376598184,-3.9054117017865746
1999.2,-3.9313517601192904,-3.93257340154017,-3.9563980054175474,-3.904521674209862
1999.3,-3.9282261838751613,-3.93012205560402,-3.9520555749762325,-3.9035934303967808
1999.4,-3.9250340947566986,-3.9274552321423157,-3.947701471378868,-3.9023805170688384
1999.5,-3.9217914190857774,-3.9245685406528374,-3.9430935120579065,-3.901330916461061
1999.6,-3.918515236438249,-3.9217264898110544,-3.938492057473786,-3.8997522891897347
1999.7,-3.9152256628840365,-3.9187228505990106,-3.933972041895494,-3.898147046167045
1999.8,-3.9119478954032574,-3.915593136103635,-3.9299152593864206,-3.8964443985081196
1999.9,-3.9087105147512,-3.9125212830599887,-3.9256360106388066,-3.8946336055472157
2000.0,-3.9055365889361116,-3.9095277791792244,-3.9215804134249805,-3.8921768833059613
2000.1,-3.9024283216361377,-3.9059399540992334,-3.918379115958211,-3.888972983403665
2000.2,-3.899356548947041,-3.902121120908605,-3.9154528137545808,-3.8851799182209237
2000.3,-3.8962753376900627,-3.8983541957803727,-3.912633650678085,-3.8812802970862963
2000.4,-3.893156928385707,-3.8946105177389785,-3.9098726807183555,-3.877292865639036
2000.5,-3.8900062192125793,-3.890949308224337,-3.907169548820191,-3.8733539499239082
2000.6,-3.8868457721935084,-3.8872170244820525,-3.9044203794320222,-3.8695238718785254
2000.7,-3.88369641799673,-3.8835156193658027,-3.90189949677935,-3.865249182663253
2000.8,-3.8805683189330917,-3.879770852190357,-3.899104999679332,-3.8611036895232127
2000.9,-3.877461135084131,-3.8760742285779735,-3.89633302701924,-3.857019868913412
